,precision,recall,accuracy,roc_auc,f1_score,mcc,aupr
0,0.8051258720048529,0.5325509078142241,0.7004836596916669,0.8047073214209458,0.6410674394735253,0.4272564427652082,0.7959502321179821
1,0.6952089987501736,0.8369612465309125,0.7338192321902395,0.819336113663052,0.7595278553222479,0.47727377607656846,0.8081431142810128
2,0.8300571587899066,0.5972514795867189,0.7363047056057502,0.8439526658737208,0.6946680667366703,0.4931935179982447,0.8349476347594464
3,0.7971373830722416,0.709499448289698,0.763409800826252,0.8491419777706857,0.7507695573718288,0.5302856077566335,0.839267861878332
4,0.7973250644450256,0.7136121978132209,0.7650555872770631,0.8512723885151972,0.7531495924056887,0.5332960572822535,0.843744841052456
5,0.8075985777635731,0.6759287123415922,0.7563564303227757,0.8479529047103163,0.7359204921911974,0.5200737615492254,0.8407259887432608
6,0.8178922987840185,0.6612164376232988,0.7559029993618379,0.8521429742366997,0.7312563557363407,0.5219561641796545,0.8443150455252607
7,0.7463160416916257,0.8331828668873508,0.7739730628421725,0.8570209348542996,0.7873607709929694,0.5514854315720676,0.8471068748547274
8,0.781581452270873,0.768749791018825,0.7759547240788633,0.8570756062869989,0.7751125195961093,0.5520086902787731,0.8481716396271604
9,0.8036476971026203,0.6983649312869896,0.7628052262116682,0.8523478859229967,0.7473164448261056,0.5304897834300977,0.8461866372230642
10,0.8024700460829494,0.7278229177115726,0.7733181070097068,0.858347486066755,0.7633258521531772,0.5492185910167754,0.849668426440797
11,0.7942294709163913,0.7473835556893035,0.7758707553823935,0.8591583158215019,0.7700947459086993,0.5528226141793535,0.8514640211422021
12,0.8208658219623132,0.6758618383656,0.7631243072582541,0.8567930119003266,0.7413397883772532,0.5350951169688903,0.8461056331728696
13,0.7952028854824166,0.7371852743504865,0.7726463574379472,0.8560015105951,0.7650957801221544,0.5469032506542382,0.8494129710506986
14,0.7825814536340853,0.7517303641287992,0.7704127901118463,0.8547197595766056,0.7668457405986187,0.5413225695405669,0.8482597201498744
15,0.7852695675971538,0.7675460594509647,0.7778356228797905,0.8592177446272022,0.7763066673430392,0.5558504291105686,0.849863304985339
16,0.8390217192918416,0.6148393352726786,0.7473046048433144,0.8527969139073641,0.709646296046157,0.5140236244194176,0.8477956186136885
17,0.8043989693416483,0.7202661584244491,0.7715379706445438,0.8572380440072527,0.7600112902656742,0.5463033071382462,0.8519133120127957
18,0.7988455355838082,0.7311331795231886,0.7724952137843012,0.8565168332547632,0.7634909827336371,0.5471409400130449,0.8488077113058018
19,0.7840397982826769,0.7693850937907514,0.7777348604440265,0.8594854960552369,0.7766433212387142,0.5555962027363358,0.8533752281458729
20,0.8013291232192686,0.7297622630153475,0.7734020757061767,0.8574019973857057,0.7638730903172741,0.5491906725694664,0.8519625633463438
21,0.8306580712153334,0.641956732537533,0.7544419440432607,0.8527946034734285,0.7242172764994341,0.5231526526584167,0.8472100131983695
22,0.8327564842114259,0.6516534590564081,0.7593121284385181,0.8558083564002466,0.7311573813543425,0.5319092853111964,0.8497286772494007
23,0.8415133405486801,0.5979536563346374,0.7415107647868875,0.848459007632998,0.699128191094257,0.5054631679044498,0.8436981368248593
24,0.8035781544256121,0.7133781388972481,0.7684647163537434,0.8534519270047323,0.7557964468533575,0.5405989537255504,0.8489355405978216
25,0.8482591784460677,0.5979536563346374,0.7443489067275719,0.8540635529054563,0.7014454097942694,0.5123305365103331,0.8474308217635941
26,0.809410386567747,0.6931153241715986,0.7638968192657777,0.8533347982702879,0.7467622530035846,0.5336709377605512,0.8475660729100891
