,precision,recall,accuracy,roc_auc,f1_score,mcc,aupr
0,0.84224049331963,0.4501510574018127,0.6829167811040923,0.7932841442870311,0.5867191695006264,0.4133566191146239,0.8044011645214555
1,0.7763283487114222,0.6701455644053831,0.7385333699533095,0.8206932309341843,0.7193396226415094,0.48159272161275896,0.825859243213545
2,0.7895500725689405,0.5976380115352925,0.7191705575391376,0.8061530083886247,0.6803188994841333,0.4518934074647827,0.8135005706105154
3,0.7954209748892171,0.591595715462785,0.7197198571820929,0.8076964709874064,0.6785320522916994,0.45461898971329284,0.8150128458690278
4,0.8152577319587628,0.5429826970612469,0.7099697885196374,0.8100370667881835,0.6518298714144412,0.4455203665611411,0.8166197905900913
5,0.8041315990818668,0.5773139247459489,0.7183466080747047,0.8062628758604682,0.6721023181454836,0.4551755325601043,0.8111263528292944
6,0.8147497805092186,0.5097500686624554,0.6969239219994507,0.8017598558816361,0.6271329616489272,0.4247306878179964,0.8037068284467701
7,0.8213820078226858,0.5190881625926943,0.7031035429826971,0.8018597662602539,0.6361494446314372,0.4368693674727008,0.8081534283787458
8,0.8155299917830732,0.5451798956330678,0.7109310628948091,0.8053836720718848,0.6534979423868312,0.44714628118036776,0.8121194109427006
9,0.8213457076566125,0.4861301840153804,0.6901950013732491,0.7971917753504765,0.6107660455486542,0.41667215370886407,0.802640444103413
10,0.8270852858481724,0.4847569349079923,0.691705575391376,0.7906869647543793,0.6112554112554112,0.4211811650966681,0.7983346736830785
11,0.8242137009909521,0.5254051084866794,0.7066739906619061,0.8057190073592725,0.6417309627641731,0.4435211311175443,0.8089503395603179
12,0.8384192096048024,0.46031310079648446,0.6858006042296072,0.799935746575684,0.5943262411347517,0.4163428341114064,0.8063472943021341
13,0.825344091124822,0.47761603954957427,0.6882724526229058,0.8026520717806851,0.6050800278357689,0.41519298763177753,0.8053732771812154
14,0.8562126966901791,0.4333974182916781,0.680307607800055,0.799427859388645,0.575492341356674,0.4147081105688404,0.8034368375394676
15,0.8379508625196027,0.44026366382861853,0.6775611095852788,0.8013796005259458,0.5772416276557436,0.40345429011970846,0.8041793166535676
16,0.8352762290927521,0.4526229057951112,0.681680856907443,0.7947487798977753,0.5871036693979336,0.4087802819684954,0.803262761464234
17,0.8429471643238002,0.47761603954957427,0.6943147486954133,0.8014825659218032,0.6097475455820476,0.4312341813314013,0.807229470495188
18,0.8334187596104562,0.44658060972260366,0.6786597088711892,0.7912631938085587,0.5815450643776824,0.4034078273476311,0.795657310202577
19,0.8388577256501785,0.4517989563306784,0.6825048063718758,0.7980299438457659,0.5872902534808997,0.41142393598127297,0.801530768732214
20,0.8421866941722538,0.448503158472947,0.6822301565503982,0.7971206801961941,0.585304659498208,0.41227730763302683,0.8007955909595066
21,0.852511125238398,0.3683054106014831,0.6522933260093381,0.7846218880594915,0.5143843498273878,0.3700727976982511,0.7908408869245209
22,0.8511494252873564,0.40675638560834937,0.6678110409228234,0.7941782837154532,0.5504553057052592,0.3935168390282108,0.7999274768329756
23,0.8418869880767237,0.44603131007964847,0.6811315572644878,0.7965588587541821,0.5831238779174147,0.4104687133574493,0.8017148499624474
24,0.8462002412545235,0.3853336995330953,0.6576489975281516,0.7896123152949779,0.5295338743159086,0.3759472989761537,0.7916307065150845
25,0.8477366255144033,0.4526229057951112,0.6856632793188684,0.7981264220445216,0.5901521933751119,0.4197002970440704,0.8051459046094137
26,0.8408668730650155,0.3729744575666026,0.6511947267234276,0.7841794385874024,0.5167427701674278,0.3639355238954494,0.7864889172550243
27,0.8550548112058465,0.38560834935457294,0.6601208459214502,0.7921597470777629,0.5315161839863713,0.38315316913255215,0.7959817464198989
28,0.8410138248847926,0.40098873935731943,0.6625926943147487,0.7897062287879026,0.543053747442812,0.38158114719486946,0.7924629146982467
29,0.8524007113218731,0.3949464432848119,0.6632793188684427,0.7888622897044938,0.5397897897897899,0.38701185437744795,0.7948182338689156
30,0.8482293423271501,0.4144465806097226,0.6701455644053831,0.7955241131002081,0.5568265682656827,0.39598941387112496,0.79993822646396
31,0.8424908424908425,0.44218621257896185,0.6797583081570997,0.7945096587953079,0.579971181556196,0.4085843490547595,0.7977682576086018
32,0.8334317779090372,0.38753089810491625,0.6550398242241142,0.780159299913758,0.5290588676415449,0.3670273331137187,0.7832856558926957
33,0.8622540250447227,0.3971436418566328,0.6668497665476517,0.7960180829864882,0.543813463708161,0.39629805254523587,0.7996429177074827
34,0.8370660694288914,0.410601483109036,0.6653391925295249,0.7858210011842152,0.550948958909158,0.3842929326384127,0.7876854721384586
35,0.8581730769230769,0.3921999450700357,0.6636912936006591,0.7945787549876928,0.5383600377002827,0.3898600435733922,0.8004058298256097
36,0.8573200992555832,0.3795660532820654,0.6581982971711069,0.7837649745818793,0.5261755187511898,0.381046898353898,0.7898778538801282
37,0.8537572254335261,0.4056577863224389,0.668085690744301,0.7904564052434355,0.5499906907466021,0.3949422877305456,0.7981766463184279
38,0.8492492492492493,0.38835484756934907,0.6597088711892337,0.787489606341039,0.5329815303430079,0.38029479718669523,0.7918453152996542
39,0.8677573278800272,0.3496292227410052,0.6481735786871738,0.796178678831016,0.4984338292873923,0.36942946264500937,0.7997455130053994
40,0.8485895221646517,0.40483383685800606,0.6663004669046965,0.7936749601961427,0.5481591669765712,0.390205564811986,0.796214414126676
41,0.8483466362599772,0.4086789343586927,0.6678110409228234,0.7907671872441188,0.5516218721037998,0.3924392112861321,0.7947325959260996
42,0.843644544431946,0.41197473221642406,0.6678110409228234,0.790263109399564,0.5536076766931168,0.3906304689365245,0.7979553780919717
43,0.8394991462720547,0.4051084866794837,0.663828618511398,0.7868492219248252,0.5464987032234162,0.38290269382978176,0.7911448259694237
44,0.8584961515689757,0.39824224114254325,0.6663004669046965,0.7895459723897348,0.5440900562851781,0.39400969544379444,0.7956365326190584
45,0.8553693358162632,0.3784674539961549,0.6572370227959352,0.7862109119030336,0.5247524752475248,0.3788156326648471,0.7902491778544325
46,0.8481524249422633,0.40346058775061794,0.6656138423510025,0.7903015045545025,0.5468081146473105,0.38897964210856584,0.7941465395774875
47,0.8469036697247706,0.4056577863224389,0.6661631419939577,0.7903501962490272,0.548560817084494,0.3893459435586936,0.7969371866400341
48,0.8646048109965636,0.345509475418841,0.6457017302938753,0.7868849015088842,0.49372056514913654,0.3643857445266795,0.7912614378482136
49,0.8565815324165029,0.3592419664927218,0.649546827794562,0.7823494455445439,0.5061919504643962,0.36735478170172414,0.7900502878125448
50,0.856637168141593,0.3987915407854985,0.6660258170832188,0.7888414326114868,0.5442278860569715,0.3928729373497273,0.7965134474636635
51,0.841304347826087,0.4251579236473496,0.6724800878879429,0.7865196949418193,0.5648604269293924,0.3969186076035611,0.7933910588637705
52,0.8631319358816276,0.38450975006866245,0.6617687448503159,0.7856397368279915,0.5320159604788144,0.3887869239704103,0.7928214728996639
53,0.8554807103490508,0.38368580060422963,0.6594342213677561,0.7970193743158742,0.5297686765263556,0.3822551453959945,0.8010367877994264
54,0.8521351179094965,0.36720681131557265,0.6517440263663828,0.7914614681990431,0.5132437619961613,0.36907845521700594,0.7952082033844039
55,0.8611111111111112,0.3661082120296622,0.6535292502059874,0.7909010422587335,0.5137791481981114,0.3752558584063707,0.7958067765965173
56,0.8562834224598931,0.35182642131282615,0.6463883548475694,0.7853369129586363,0.49873467004087996,0.3623282473755883,0.7895863139876311
57,0.8515535097813579,0.40648173578687175,0.6678110409228234,0.7939296581149065,0.5502881576501208,0.39367216537685695,0.7995276321080259
58,0.8584656084656085,0.3564954682779456,0.6488602032408679,0.7850110444530656,0.5037842033766737,0.3669995063142612,0.7909885161930765
59,0.850887573964497,0.3949464432848119,0.6628673441362263,0.7932136148766817,0.539486025135997,0.3857960309689653,0.7974755647132832
60,0.8427745664739884,0.4004394397143642,0.6628673441362263,0.7869321222691824,0.5429156581642153,0.3826810075559045,0.7947449384904337
61,0.860221316249272,0.4056577863224389,0.6698709145839056,0.7972229289830692,0.5513251213139231,0.4001768558712115,0.803877588025079
62,0.8611632270168855,0.37819280417467727,0.6586102719033232,0.796374426231932,0.5255725190839695,0.383150083318306,0.8047910743486903
63,0.852975495915986,0.4015380390002746,0.6661631419939577,0.7954208836905152,0.546031746031746,0.39167905491765376,0.8019062520775644
64,0.8489745183343692,0.3751716561384235,0.6542158747596815,0.7941697975564539,0.5203809523809524,0.3717023804702834,0.7996261157920816
65,0.8470350404312669,0.34523482559736335,0.6414446580609723,0.7879074270938994,0.4905365853658537,0.351140698509554,0.7910734658437338
66,0.8470385278895918,0.40455918703652843,0.6657511672617413,0.795331420716532,0.5475836431226766,0.38876310292262034,0.7986916166193938
67,0.8558875219683656,0.40126338917879706,0.6668497665476517,0.7897445862265792,0.5463724756918475,0.39385565141234175,0.7972163332095277
68,0.8491329479768787,0.40346058775061794,0.6658884921724801,0.7960020912913075,0.5470117296592814,0.38977964344648625,0.7994413011754331
69,0.8514150943396226,0.39659434221367756,0.6636912936006591,0.7898789315526027,0.5411279745175193,0.38726911740966247,0.7964778311969796
70,0.8490338164251208,0.38615764899752814,0.658747596814062,0.7928483328770922,0.5308665282235228,0.3787283396771311,0.7985219285526467
71,0.8578811369509044,0.3647349629222741,0.6521560010985993,0.787686598378608,0.5118519946039699,0.3718993659340418,0.7915498602110449
